"NE Name","Slot ID","Board Name","Port","Input Power(dBm)","Reference Input Power(dBm)","Input Power Reference Value Time","Input Power State","Reference Input Power Lower Threshold(dBm)","Reference Input Power Upper Threshold(dBm)","Input Power Lower Threshold(dBm)","Min. Value of Input Power Lower Threshold(dBm)","Max. Value of Input Power Lower Threshold(dBm)","Input Power Upper Threshold(dBm)","Min. Value of Input Power Upper Threshold(dBm)","Max. Value of Input Power Upper Threshold(dBm)","Max. Pump Output Power(dBm)","Min. Pump Output Power(dBm)","Output Power(dBm)","Reference Output Power(dBm)","Output Power Reference Value Time","Output Power State","Output Power Lower Threshold(dBm)","Output Power Upper Threshold(dBm)","Reference Output Power Lower Threshold(dBm)","Reference Output Power Upper Threshold(dBm)","Input Power Lower Threshold Default Value(dBm)","Input Power Upper Threshold Default Value(dBm)","CFP/LANE Input Power Lower Threshold Default Value(dBm)","CFP/LANE Input Power Upper Threshold Default Value(dBm)"
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-1,F2LDX,1(IN1/OUT1 A S7 MR8 A2/D2 HACIA TEMUCO),"	-6.5","	-7.4",2021-01-14 13:17:10 DST,Normal,"	-10.1","	-2.1","	-16.0",-,-,"	-2.0",-,-,-,-,0.6,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-1,F2LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-1,F2LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-1,F2LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-1,F2LDX,5(RX1/TX1 PA PE RAN LAUTARO PCS TE 0/1/0),"	-5.4","	-5.5",2020-12-18 11:29:43 DST,Normal,"	-8.5","	-0.5","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.1",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-1,F2LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-3,F3LDX,1(IN1/OUT1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-3,F3LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-3,F3LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-3,F3LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-3,F3LDX,5(RX1/TX1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-3,F3LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-6,F2OBU,1(IN),/,/,/,/,/,/,/,/,/,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-7,F1EMR8,9(IN/OUT RACK 5  ODF 1 FO15 TX HACIA TEMUCO),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04A,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-1,F2LDX,1(IN1/OUT1  A S7 MR8 A2/D2 HACIA VICTORIA),/,"	-5.8",2021-02-01 16:30:08 DST,/,"	-8.8","	-0.8",/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-1,F2LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-1,F2LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-1,F2LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-1,F2LDX,5(RX1/TX1 PB PE RAN LAUTARO PCS TE 0/2/0),/,"	-5.9",2021-02-01 16:30:08 DST,/,"	-8.9","	-0.9",/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-1,F2LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-3,F3LDX,1(IN1/OUT1 A MR8 S7 A5/D5 HACIA VICTORIA),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-3,F3LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-3,F3LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-3,F3LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-3,F3LDX,5(RX1/TX1 PA1 PE RAN 8KM14 LAUTARO),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-3,F3LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-6,F2OBU,1(IN),"	-60.0","	-19.3",2021-02-01 16:30:30 DST,Critical Alert,"	-22.3","	-14.3","	-32.0","	-60.0",60.0,"	-2.0","	-60.0",60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-60.0",/,/,/,-,-,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-7,F1EMR8,9(IN/OUT RACK 1B ODF 3 FO16 TX HACIA VICTORIA),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LAUTAROPCS-WDM-CR04B,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-1,F2LDX,1(IN1/OUT1 A S7 MR8 A3/D3 HACIA TEMUCO VIA LAUTARO PCS),"	-5.0","	-7.7",2021-02-01 16:36:43 DST,Warning Alert,"	-10.7","	-2.7","	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-1,F2LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-1,F2LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-1,F2LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-1,F2LDX,5(RX1/TX1 PA PE RAN VICTORIA TE 0/1/0),"	-4.6","	-4.8",2021-02-01 16:36:43 DST,Normal,"	-7.8",0.2,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-1,F2LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-6,F2OBU,1(IN),"	-60.0","	-22.1",2021-02-01 16:36:02 DST,Critical Alert,"	-25.1","	-17.1","	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-60.0",/,/,/,-,-,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-7,F1EMR8,9(IN/OUT RACK 1 ODF 8 FO15 TX HACIA LAUTARO PCS),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,/,/,/,-,-,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04B,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04C,Shelf0(subrack)-1,F2LDX,1(IN1 A MR8 S7 D4 / OUT1 A TRAIGUEN-WDM-CR04B MR8 S7 A4),"	-6.9","	-8.7",2022-01-19 01:04:31 DST,Normal,"	-11.7","	-3.7","	-16.0",-,-,"	-2.0",-,-,-,-,0.6,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04C,Shelf0(subrack)-1,F2LDX,3(IN3 A TRAIGUEN-WDM-CR04B MR8 S7 D4 / OUT3 A MR8 S7 A4),"	-60.0","	-8.0",2022-01-19 01:04:31 DST,Critical Alert,"	-11.0","	-3.0","	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04C,Shelf0(subrack)-6,F2OBU,1(IN),"	-27.3",/,/,/,/,/,"	-32.0","	-60.0",60.0,"	-2.0","	-60.0",60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04C,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-1.1",/,/,/,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04C,Shelf0(subrack)-7,F1EMR8,9(IN/OUT RACK 2 ODF 2 F34 TX HACIA LOS SAUCES),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-0.5",/,/,/,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04C,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04C,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LOSSAUCES-WDM-CR04C,Shelf0(subrack)-1,F2LDX,1(IN1 A LOSSAUCES-WDM-CR04A MR8 S7 D4 / OUT1 A MR8 S7 A4),"	-8.2",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LOSSAUCES-WDM-CR04C,Shelf0(subrack)-1,F2LDX,3(IN3 A MR8 S7 D4 / OUT3 A LOSSAUCES-WDM-CR04A MR8 S7 A4),"	-7.6",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.6,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LOSSAUCES-WDM-CR04C,Shelf0(subrack)-6,F2OBU,1(IN),"	-23.0",/,/,/,/,/,"	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LOSSAUCES-WDM-CR04C,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,/,/,/,-,-,-,-,-,-,-,-
LOSSAUCES-WDM-CR04C,Shelf0(subrack)-7,F1EMR8,9(IN/OUT RACK 1  ODF 1 F47 TX HACIA TRAIGUEN),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-1.7",/,/,/,-,-,-,-,-,-,-,-
LOSSAUCES-WDM-CR04C,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LOSSAUCES-WDM-CR04C,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),1(IN1/OUT1 A MR8 S7 A1/D1 HACIA TRAIGUEN),"	-10.3","	-8.2",2021-01-14 14:26:20 DST,Warning Alert,"	-11.2","	-3.2","	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",2.9,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),2(IN2/OUT2 A VICTORIA-WDM-CR04B MR8 S7 A1/D1 HACIA TEMUCO),"	-4.8","	-8.2",2021-01-14 14:26:20 DST,Warning Alert,"	-11.2","	-3.2","	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",2.9,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),3(RX1/TX1 To: OSN 2500 VICTORIA 09 SLOT 11 P1),"	-13.0","	-13.0",2021-01-14 14:26:20 DST,Normal,"	-16.0","	-8.0","	-28.0","	-32.0","	-18.0","	-10.0","	-18.0","	-8.0",-,-,0.0,/,/,/,"	-3.0",4.0,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),4(RX2/TX2 To: OSN 2500 VICTORIA 09 SLOT 08 P1),"	-10.1","	-10.1",2021-01-14 14:26:20 DST,Normal,"	-13.1","	-5.1","	-22.0","	-26.0","	-12.0","	-4.0","	-12.0","	-2.0",-,-,"	-1.9",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),5(RX3/TX3 To: OSN 2500 VICTORIA 09 SLOT 08 P2),"	-10.0","	-10.0",2021-01-14 14:26:20 DST,Normal,"	-13.0","	-5.0","	-22.0","	-26.0","	-12.0","	-4.0","	-12.0","	-2.0",-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),6(RX4/TX4 To: OSN 2500 VICTORIA 09 SLOT 08 P3),"	-10.0","	-9.9",2021-01-14 14:26:20 DST,Normal,"	-12.9","	-4.9","	-22.0","	-26.0","	-12.0","	-4.0","	-12.0","	-2.0",-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),7(RX5/TX5 To: MHL3000 VICTORIA SLOT 17 P7 PA3 PE-RAN TRAIGUEN LIBE),/,"	-7.0",2021-01-14 14:26:20 DST,/,"	-10.0","	-2.0","	-22.0","	-26.0","	-12.0","	-4.0","	-12.0","	-2.0",-,-,/,/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),8(RX6/TX6 To: MHL3000 VICTORIA SLOT 17 P8 PA4 PE-RAN TRAIGUEN LIBE),/,"	-7.3",2021-01-14 14:26:20 DST,/,"	-10.3","	-2.3","	-19.0","	-23.0","	-10.0","	-3.0","	-10.0","	-1.0",-,-,/,/,/,/,"	-9.0","	-3.0",-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),9(RX7/TX7 To: MHL3000 VICTORIA SLOT 17 P5 PA2 PE-RAN TRAIGUEN LIBE),/,"	-8.5",2021-01-14 14:26:20 DST,/,"	-11.5","	-3.5","	-22.0","	-26.0","	-12.0","	-4.0","	-12.0","	-2.0",-,-,/,/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-1,ELOM(STND),10(RX8/TX8 To: MHL3000 VICTORIA SLOT 20 P4 PA1 PE-RAN TRAIGUEN LIBE),/,"	-9.2",2021-01-14 14:26:20 DST,/,"	-12.2","	-4.2","	-19.0","	-23.0","	-10.0","	-3.0","	-10.0","	-1.0",-,-,/,/,/,/,"	-9.0","	-3.0",-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-3,F1LDX,1(IN1/OUT1 A S7 MR8 A3/D3  HACIA TRAIGUEN),"	-7.7","	-5.6",2021-01-14 14:26:50 DST,Warning Alert,"	-8.6","	-0.6","	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",2.9,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-3,F1LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-3,F1LDX,5(RX1/TX1 PB PE RAN VICTORIA TE 0/2/0),"	-5.5","	-5.4",2021-01-14 14:27:08 DST,Normal,"	-8.6","	-0.6","	-11.0","	-15.0","	-4.2",0.5,"	-4.1",2.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-3,F1LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-6,F1OBU,1(IN1 To: DCM 40KM PTA OUT /// PTA IN DCM RACK 1 ODF MOVISTAR FO4),"	-24.2",/,/,/,/,/,"	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-6,F1OBU,2(OUT1: To: IN 7-MR8),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,/,/,/,-,-,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-8,SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VICTORIA-WDM-CR04A,Shelf0()-8,SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-1,ELOM(STND),1(IN1/OUT1 A S7 MR8 A1/D1 HACIA VICTORIA),"	-9.4",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.7,/,/,/,"	-2.0",2.9,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-1,ELOM(STND),3(RX1/TX1 To: OSN 2500 TRAIGUEN 09 slot 9 P1),"	-13.3",/,/,/,/,/,"	-28.0","	-32.0","	-18.0","	-10.0","	-18.0","	-8.0",-,-,0.2,/,/,/,"	-3.0",4.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-1,ELOM(STND),4(RX2/TX2 To: RTN620 Traiguen MHW01  Slot 8 P1),"	-8.6",/,/,/,/,/,"	-20.0","	-24.0","	-11.0","	-4.0","	-11.0","	-2.0",-,-,"	-5.7",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-1,ELOM(STND),5(RX3/TX3 To: RTN620 Traiguen MHW01 Slot 8 P1),"	-10.3",/,/,/,/,/,"	-20.0","	-24.0","	-11.0","	-4.0","	-11.0","	-2.0",-,-,"	-5.4",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-1,ELOM(STND),6(RX4/TX4 To: RTN620 Traiguen Primario 3+1 Slot 4 P2),"	-10.7",/,/,/,/,/,"	-20.0","	-24.0","	-11.0","	-4.0","	-11.0","	-2.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-1,ELOM(STND),7(RX5/TX5 To: Plano A3 PE RAN Traiguen GE 2/1/4),"	-5.4",/,/,/,/,/,"	-19.0","	-23.0","	-10.0","	-3.0","	-10.0","	-1.0",-,-,"	-6.3",/,/,/,"	-9.0","	-3.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-1,ELOM(STND),8(RX6/TX6 To: Plano A4 PE RAN Traiguen GE 2/1/5),"	-7.2",/,/,/,/,/,"	-20.0","	-24.0","	-11.0","	-4.0","	-11.0","	-2.0",-,-,"	-5.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-1,ELOM(STND),9(RX7/TX7 To: Plano A2 PE RAN Traiguen GE 2/1/3),"	-6.2",/,/,/,/,/,"	-22.0","	-26.0","	-12.0","	-4.0","	-12.0","	-2.0",-,-,"	-2.2",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-1,ELOM(STND),10(RX8/TX8 To: Plano A1 PE RAN Traiguen GE 2/1/0),"	-9.7",/,/,/,/,/,"	-22.0","	-26.0","	-12.0","	-4.0","	-12.0","	-2.0",-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-2,F1LDX(STND),1(IN1/OUT1 A MR8 S7 A6/D6 HACIA VICTORIA),"	-60.0","	-8.0",2022-01-19 13:07:33 DST,Critical Alert,-,-,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",2.9,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-2,F1LDX(STND),2(IN2/OUT2),/,/,/,/,-,-,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-2,F1LDX(STND),3(IN3/OUT3 A MR8 S7 A7/D7 HACIA VICTORIA),"	-60.0","	-6.5",2022-01-19 13:08:56 DST,Critical Alert,-,-,"	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",2.9,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-2,F1LDX(STND),4(IN4/OUT4),/,/,/,/,-,-,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-2,F1LDX(STND),5(RX1/TX1 PA1 PE RAN 8KM14 TRAIGUEN TE 0/1/0),"	-6.2","	-6.5",2022-01-19 15:47:59 DST,Normal,-,-,"	-11.0","	-17.4","	-5.4",0.5,"	-5.3",2.5,-,-,"	-3.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-2,F1LDX(STND),6(RX2/TX2 PA2 PE RAN 8KM14 TRAIGUEN TE 0/1/1),"	-6.0","	-6.2",2022-01-19 15:53:12 DST,Normal,-,-,"	-11.0","	-17.4","	-5.4",0.5,"	-5.3",2.5,-,-,"	-2.8",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-3,F1LDX,1(IN1/OUT1 A TRAIGUEN-WDM-CR04B S7 MR8 A3/D3 HACIA TEMUCO),"	-10.6","	-9.0",2021-02-01 16:43:53 DST,Normal,"	-12.0","	-4.0","	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",2.9,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-3,F1LDX,3(IN3/OUT3 A S7 MR8 A3/D3 HACIA VICTORIA),"	-7.1","	-6.5",2021-02-01 16:43:53 DST,Normal,"	-9.5","	-1.5","	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",2.9,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-3,F1LDX,5(RX1/TX1 CRUZADA A RX2/TX2 REGEN PB E RAN VICTORIA),"	-6.1","	-6.1",2021-02-01 16:43:53 DST,Normal,"	-9.1","	-1.1","	-11.0","	-15.0","	-4.2",0.5,"	-4.1",2.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-3,F1LDX,6(RX2/TX2  CRUZADA A RX1/TX1 REGEN PB E RAN VICTORIA),"	-6.6","	-6.5",2021-02-01 16:43:53 DST,Normal,"	-9.5","	-1.5","	-14.4","	-18.4","	-6.4","	-0.5","	-6.3",1.5,-,-,"	-2.9",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-6,F1OBU,1(IN1 To: DCM 40KM PTA OUT /// PTA IN DCM RACK 4 ODF MOVISTAR F03),"	-23.2","	-22.9",2021-02-01 16:44:09 DST,Normal,"	-25.9","	-17.9","	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-6,F1OBU,2(OUT1 To: IN 7-MR8),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,/,/,/,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-8,SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04A,Shelf0()-8,SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
